number,base,category,dry_run_action,title,url,reason
2192,main,CLOSE_CANDIDATE,WOULD_CLOSE,Harden WSL Docker failure diagnostics in installer,https://github.com/niluferbagevi-gif/Sidar/pull/2192,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2193,main,CLOSE_CANDIDATE,WOULD_CLOSE,Harden Docker daemon gate for migration prep,https://github.com/niluferbagevi-gif/Sidar/pull/2193,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2194,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix WSL integration autofix PowerShell invocation for UNC path and encoding,https://github.com/niluferbagevi-gif/Sidar/pull/2194,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2195,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix WSL default distro detection in Docker integration preflight,https://github.com/niluferbagevi-gif/Sidar/pull/2195,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2196,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix WSL integration false negatives in preflight/runtime checks,https://github.com/niluferbagevi-gif/Sidar/pull/2196,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2197,main,CLOSE_CANDIDATE,WOULD_CLOSE,Harden WSL integration preflight autofix and PowerShell stderr handling,https://github.com/niluferbagevi-gif/Sidar/pull/2197,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2198,main,CLOSE_CANDIDATE,WOULD_CLOSE,Warn on Node.js major-version drift during React frontend setup,https://github.com/niluferbagevi-gif/Sidar/pull/2198,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2199,main,CLOSE_CANDIDATE,WOULD_CLOSE,Skip unnecessary WSL autofix when Docker daemon is reachable,https://github.com/niluferbagevi-gif/Sidar/pull/2199,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2200,main,CLOSE_CANDIDATE,WOULD_CLOSE,Avoid disruptive Docker autofix in WSL preflight,https://github.com/niluferbagevi-gif/Sidar/pull/2200,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2201,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix installer ANSI color escaping and WSL stderr path logging,https://github.com/niluferbagevi-gif/Sidar/pull/2201,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2202,main,CLOSE_CANDIDATE,WOULD_CLOSE,Harden uv installer pinning and NodeSource apt preference,https://github.com/niluferbagevi-gif/Sidar/pull/2202,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2203,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix install script uv sync extras conflict and NodeSource Node.js pinning,https://github.com/niluferbagevi-gif/Sidar/pull/2203,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2207,main,SECURITY,EXCLUDE,Harden installer SHA pin configuration for remote scripts,https://github.com/niluferbagevi-gif/Sidar/pull/2207,Security-sensitive change; mandatory human security review.
2208,main,CLOSE_CANDIDATE,WOULD_CLOSE,Add `sidar_version` to packaged modules in pyproject.toml,https://github.com/niluferbagevi-gif/Sidar/pull/2208,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2210,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix PEP 639 license metadata conflict in pyproject.toml,https://github.com/niluferbagevi-gif/Sidar/pull/2210,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2214,main,CLOSE_CANDIDATE,WOULD_CLOSE,Harden WSL preflight JSON parsing and ensure `jq` is installed across package managers,https://github.com/niluferbagevi-gif/Sidar/pull/2214,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2217,main,CLOSE_CANDIDATE,WOULD_CLOSE,installer: add docker image pull policy with --last/--fresh flags,https://github.com/niluferbagevi-gif/Sidar/pull/2217,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2219,main,CLOSE_CANDIDATE,WOULD_CLOSE,installer: true from-zero install by default (wipe containers/volumes/images),https://github.com/niluferbagevi-gif/Sidar/pull/2219,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2220,main,CLOSE_CANDIDATE,WOULD_CLOSE,fix: ruff F821/F401 hatalarını gider — run_tests.sh ve otonom döngü açılıyor,https://github.com/niluferbagevi-gif/Sidar/pull/2220,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2223,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix config preflight crash by importing Callable,https://github.com/niluferbagevi-gif/Sidar/pull/2223,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2225,main,SECURITY,EXCLUDE,"Tooling: warn on default slim test image, bootstrap uv in sandbox, add mypy fallback parsing, and detect PG index name conflicts",https://github.com/niluferbagevi-gif/Sidar/pull/2225,Security-sensitive change; mandatory human security review.
2226,main,CLOSE_CANDIDATE,WOULD_CLOSE,docs(env): set DOCKER_TEST_IMAGE example to sidar:latest,https://github.com/niluferbagevi-gif/Sidar/pull/2226,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2227,main,CLOSE_CANDIDATE,WOULD_CLOSE,chore: precreate autonomous loop artifact directories,https://github.com/niluferbagevi-gif/Sidar/pull/2227,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2229,main,CLOSE_CANDIDATE,WOULD_CLOSE,Support pyproject.toml for coverage `fail_under` and default to 5,https://github.com/niluferbagevi-gif/Sidar/pull/2229,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2231,main,SECURITY,EXCLUDE,Improve Docker sandbox image diagnostics and guidance,https://github.com/niluferbagevi-gif/Sidar/pull/2231,Security-sensitive change; mandatory human security review.
2233,main,CLOSE_CANDIDATE,WOULD_CLOSE,Harden .venv recreation flow in install_sidar.sh,https://github.com/niluferbagevi-gif/Sidar/pull/2233,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2236,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix AttributeError in 0005 pgvector migration,https://github.com/niluferbagevi-gif/Sidar/pull/2236,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2237,main,CLOSE_CANDIDATE,WOULD_CLOSE,"Compatibility, readiness and robustness: env/Docker defaults, doctor/RAG enhancements, launcher & router backward-compatibility",https://github.com/niluferbagevi-gif/Sidar/pull/2237,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2242,main,CLOSE_CANDIDATE,WOULD_CLOSE,Çekirdek kurulum manifesti için otomatik senkronizasyon pre-commit hook'u ve script eklendi,https://github.com/niluferbagevi-gif/Sidar/pull/2242,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2243,main,CLOSE_CANDIDATE,WOULD_CLOSE,Add Database.count_sessions_total and fix Memory session-count call,https://github.com/niluferbagevi-gif/Sidar/pull/2243,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2245,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix legacy endpoint exports and auth-admin payload compatibility,https://github.com/niluferbagevi-gif/Sidar/pull/2245,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2246,main,CLOSE_CANDIDATE,WOULD_CLOSE,Expose missing legacy web_server endpoint exports,https://github.com/niluferbagevi-gif/Sidar/pull/2246,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2253,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix installer module hash mismatch and add manifest sync guardrails,https://github.com/niluferbagevi-gif/Sidar/pull/2253,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2259,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix Doctor auto-fix revalidation sequencing and early stop,https://github.com/niluferbagevi-gif/Sidar/pull/2259,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2262,main,CLOSE_CANDIDATE,WOULD_CLOSE,Add runtime guard for missing coverage HTML assets,https://github.com/niluferbagevi-gif/Sidar/pull/2262,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2263,main,CLOSE_CANDIDATE,WOULD_CLOSE,Harden coverage htmlfiles check in test runner,https://github.com/niluferbagevi-gif/Sidar/pull/2263,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2264,main,CLOSE_CANDIDATE,WOULD_CLOSE,Stabilize pytest coverage flow against broken HTML reporter installs,https://github.com/niluferbagevi-gif/Sidar/pull/2264,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2267,main,CLOSE_CANDIDATE,WOULD_CLOSE,fix: coverage INTERNALERROR ve fail_under tutarsızlığını gider,https://github.com/niluferbagevi-gif/Sidar/pull/2267,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2273,main,SECURITY,EXCLUDE,fix(security): upgrade FastAPI/Starlette and persist pip-audit JSON reports,https://github.com/niluferbagevi-gif/Sidar/pull/2273,Security-sensitive change; mandatory human security review.
2280,main,CLOSE_CANDIDATE,WOULD_CLOSE,fix: make local BATS gate opt-in,https://github.com/niluferbagevi-gif/Sidar/pull/2280,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2286,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix BATS quoting bug in ensure_postgres_databases_exist test,https://github.com/niluferbagevi-gif/Sidar/pull/2286,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2287,main,CLOSE_CANDIDATE,WOULD_CLOSE,fix: make postgres installer cleanup deterministic,https://github.com/niluferbagevi-gif/Sidar/pull/2287,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2288,main,CLOSE_CANDIDATE,WOULD_CLOSE,Harden PostgreSQL database setup checks,https://github.com/niluferbagevi-gif/Sidar/pull/2288,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2289,main,CLOSE_CANDIDATE,WOULD_CLOSE,"Adjust benchmark gating, add Playwright platform helpers, and harden installer & GPU benchmarks",https://github.com/niluferbagevi-gif/Sidar/pull/2289,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2290,main,CLOSE_CANDIDATE,WOULD_CLOSE,"Profile-sensitive benchmark thresholds, increased GPU warmup, and installer hardening",https://github.com/niluferbagevi-gif/Sidar/pull/2290,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2294,main,CLOSE_CANDIDATE,WOULD_CLOSE,"Improve benchmark handling, Playwright install fallback, and E2E dev/test wiring",https://github.com/niluferbagevi-gif/Sidar/pull/2294,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2307,main,CLOSE_CANDIDATE,WOULD_CLOSE,Harden Ollama installer sudo handling,https://github.com/niluferbagevi-gif/Sidar/pull/2307,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2316,main,CLOSE_CANDIDATE,WOULD_CLOSE,Add CI synthetic benchmark regression verifier and integrate into workflow,https://github.com/niluferbagevi-gif/Sidar/pull/2316,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2317,main,CLOSE_CANDIDATE,WOULD_CLOSE,Add synthetic benchmark regression-gate self-test and wire it into CI,https://github.com/niluferbagevi-gif/Sidar/pull/2317,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2318,main,CLOSE_CANDIDATE,WOULD_CLOSE,test(benchmark): add regression-gate canary verifier,https://github.com/niluferbagevi-gif/Sidar/pull/2318,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2323,main,CLOSE_CANDIDATE,WOULD_CLOSE,"Refactor web server into modular route packages, centralize router registration, and enforce 100% coverage gate",https://github.com/niluferbagevi-gif/Sidar/pull/2323,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2331,main,CLOSE_CANDIDATE,WOULD_CLOSE,feat(installer): enrich module hash drift diagnostics and CI guard,https://github.com/niluferbagevi-gif/Sidar/pull/2331,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2332,main,CLOSE_CANDIDATE,WOULD_CLOSE,Use canonical absolute imports for built-in agent roles,https://github.com/niluferbagevi-gif/Sidar/pull/2332,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2333,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix registry duplicate imports by using canonical absolute imports,https://github.com/niluferbagevi-gif/Sidar/pull/2333,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2334,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix registry mismatch for built-in roles: canonical imports in agent/roles/__init__.py,https://github.com/niluferbagevi-gif/Sidar/pull/2334,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2335,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix registry import path issue in agent roles,https://github.com/niluferbagevi-gif/Sidar/pull/2335,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2340,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix websocket reconnect after token changes,https://github.com/niluferbagevi-gif/Sidar/pull/2340,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2343,main,CLOSE_CANDIDATE,WOULD_CLOSE,Skip non-class builtins and improve WebSocket token lookup,https://github.com/niluferbagevi-gif/Sidar/pull/2343,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2344,main,SECURITY,EXCLUDE,"Address pip-audit CVEs in bleach, starlette, and torch",https://github.com/niluferbagevi-gif/Sidar/pull/2344,Security-sensitive change; mandatory human security review.
2346,main,SECURITY,EXCLUDE,"Close pip-audit findings on bleach, starlette, torch",https://github.com/niluferbagevi-gif/Sidar/pull/2346,Security-sensitive change; mandatory human security review.
2347,main,SECURITY,EXCLUDE,Ollama checksum eksikliğini auto-heal'de fail-fast olarak ayır,https://github.com/niluferbagevi-gif/Sidar/pull/2347,Security-sensitive change; mandatory human security review.
2349,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix sudo keep-alive loop during Ollama installation,https://github.com/niluferbagevi-gif/Sidar/pull/2349,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2350,main,CLOSE_CANDIDATE,WOULD_CLOSE,Add safe installer wrapper script to address sudo keep-alive race conditions,https://github.com/niluferbagevi-gif/Sidar/pull/2350,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2352,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix patch script path for ws integrity patch,https://github.com/niluferbagevi-gif/Sidar/pull/2352,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2355,main,CLOSE_CANDIDATE,WOULD_CLOSE,fix(supervisor): honor MAX_TURNS=0 as immediate circuit breaker,https://github.com/niluferbagevi-gif/Sidar/pull/2355,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2365,main,CLOSE_CANDIDATE,WOULD_CLOSE,Label langsmith in dependency inventory,https://github.com/niluferbagevi-gif/Sidar/pull/2365,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2370,main,CLOSE_CANDIDATE,WOULD_CLOSE,Add local benchmark baseline auto-promote (CI workflow parity),https://github.com/niluferbagevi-gif/Sidar/pull/2370,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2372,main,CLOSE_CANDIDATE,WOULD_CLOSE,Unify HardwareInfo type to fix mypy gating in config.py,https://github.com/niluferbagevi-gif/Sidar/pull/2372,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2375,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix xdist test pollution in load_test_db_pool stubs,https://github.com/niluferbagevi-gif/Sidar/pull/2375,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2376,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix test pollution by stubbing modules with monkeypatch in load_test_db_pool tests,https://github.com/niluferbagevi-gif/Sidar/pull/2376,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2377,main,CLOSE_CANDIDATE,WOULD_CLOSE,"Phase 2: Move auth, session, and coverage code into boundary modules",https://github.com/niluferbagevi-gif/Sidar/pull/2377,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2378,main,CLOSE_CANDIDATE,WOULD_CLOSE,Phase 2: move auth/session/marketing/coverage records into boundary modules,https://github.com/niluferbagevi-gif/Sidar/pull/2378,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2379,main,CLOSE_CANDIDATE,WOULD_CLOSE,Phase 2: introduce provider adapter modules for LLM providers,https://github.com/niluferbagevi-gif/Sidar/pull/2379,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2380,main,CLOSE_CANDIDATE,WOULD_CLOSE,refactor: split doctor checks into separate modules,https://github.com/niluferbagevi-gif/Sidar/pull/2380,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2390,main,SECURITY,EXCLUDE,Fix static analysis and security scan issues,https://github.com/niluferbagevi-gif/Sidar/pull/2390,Security-sensitive change; mandatory human security review.
2394,main,CLOSE_CANDIDATE,WOULD_CLOSE,Expose DDoS rate-limit bypass lists in middleware wrapper,https://github.com/niluferbagevi-gif/Sidar/pull/2394,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2411,main,CLOSE_CANDIDATE,WOULD_CLOSE,deps(deps): bump actions/cache from 4 to 6,https://github.com/niluferbagevi-gif/Sidar/pull/2411,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2412,main,CLOSE_CANDIDATE,WOULD_CLOSE,deps(deps): bump softprops/action-gh-release from 2 to 3,https://github.com/niluferbagevi-gif/Sidar/pull/2412,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2415,main,CLOSE_CANDIDATE,WOULD_CLOSE,deps(deps): bump react-markdown from 9.1.0 to 10.1.0 in /web_ui_react,https://github.com/niluferbagevi-gif/Sidar/pull/2415,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2420,main,REAL_MISSING,EXCLUDE,deps(deps): update uvicorn[standard] requirement from ~=0.30.6 to ~=0.49.0,https://github.com/niluferbagevi-gif/Sidar/pull/2420,Still-relevant dependency gap; refresh and human validation required.
2431,main,CLOSE_CANDIDATE,WOULD_CLOSE,Make cAdvisor monitoring opt-in,https://github.com/niluferbagevi-gif/Sidar/pull/2431,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2437,main,CLOSE_CANDIDATE,WOULD_CLOSE,Prefer pyproject.toml sed extraction for installer version,https://github.com/niluferbagevi-gif/Sidar/pull/2437,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2447,main,CLOSE_CANDIDATE,WOULD_CLOSE,Realign installer smoke contract with merged probe fast path,https://github.com/niluferbagevi-gif/Sidar/pull/2447,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2450,main,CLOSE_CANDIDATE,WOULD_CLOSE,Make version-probe mode non-invasive and improve smoke-test diagnostics,https://github.com/niluferbagevi-gif/Sidar/pull/2450,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2451,main,CLOSE_CANDIDATE,WOULD_CLOSE,Zero-fork installer probe for slow-fork environments,https://github.com/niluferbagevi-gif/Sidar/pull/2451,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2457,main,CLOSE_CANDIDATE,WOULD_CLOSE,Respect installer smoke timeout override,https://github.com/niluferbagevi-gif/Sidar/pull/2457,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2459,main,CLOSE_CANDIDATE,WOULD_CLOSE,Honor SIDAR_INSTALL_SMOKE_BASH_TIMEOUT override in pre-service smoke gate,https://github.com/niluferbagevi-gif/Sidar/pull/2459,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2461,main,CLOSE_CANDIDATE,WOULD_CLOSE,Guard install_sidar.sh main() against accidental execution when sourced,https://github.com/niluferbagevi-gif/Sidar/pull/2461,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2466,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix install summary message and CI-blocking installer/packaging bugs,https://github.com/niluferbagevi-gif/Sidar/pull/2466,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2468,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix mypy strict return-type error and bandit B310 finding,https://github.com/niluferbagevi-gif/Sidar/pull/2468,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2483,main,CLOSE_CANDIDATE,WOULD_CLOSE,Lower coverage gate bootstrap baseline to 5% and let ratchet carry it up,https://github.com/niluferbagevi-gif/Sidar/pull/2483,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2484,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix ruff format drift blocking CI on main,https://github.com/niluferbagevi-gif/Sidar/pull/2484,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2485,main,CLOSE_CANDIDATE,WOULD_CLOSE,"Lower local coverage baseline to 5% and update docs, scripts and tests",https://github.com/niluferbagevi-gif/Sidar/pull/2485,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2486,main,CLOSE_CANDIDATE,WOULD_CLOSE,Bootstrap coverage baseline lowered to 5% and align CI/docs/scripts behavior,https://github.com/niluferbagevi-gif/Sidar/pull/2486,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2489,main,CLOSE_CANDIDATE,WOULD_CLOSE,Add `benchmark` stage to `run_tests.sh` and update installer guidance,https://github.com/niluferbagevi-gif/Sidar/pull/2489,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2499,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix async pathlib usage flagged by Ruff ASYNC240,https://github.com/niluferbagevi-gif/Sidar/pull/2499,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2500,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix modular installer quality gate checks,https://github.com/niluferbagevi-gif/Sidar/pull/2500,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2506,main,CLOSE_CANDIDATE,WOULD_CLOSE,Kalıcı RUN_GPU_STRESS=0 tercihini kurulum boyunca koru,https://github.com/niluferbagevi-gif/Sidar/pull/2506,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2508,main,CLOSE_CANDIDATE,WOULD_CLOSE,Skip global coverage fail-under gate on partial --stage runs,https://github.com/niluferbagevi-gif/Sidar/pull/2508,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2511,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix installer env key smoke contract,https://github.com/niluferbagevi-gif/Sidar/pull/2511,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2523,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix installer re-exec drift smoke guard,https://github.com/niluferbagevi-gif/Sidar/pull/2523,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2546,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix github_upload subprocess environment overflow,https://github.com/niluferbagevi-gif/Sidar/pull/2546,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2548,main,CLOSE_CANDIDATE,WOULD_CLOSE,Break provider↔facade circular import in core.llm_client / core.llm.*,https://github.com/niluferbagevi-gif/Sidar/pull/2548,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2553,main,CLOSE_CANDIDATE,WOULD_CLOSE,Apply ruff format to close the dev-full formatting gate,https://github.com/niluferbagevi-gif/Sidar/pull/2553,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2558,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix ruff format drift in test_run_tests_quality_gate.py,https://github.com/niluferbagevi-gif/Sidar/pull/2558,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2566,main,SECURITY,EXCLUDE,Fix CI production-readiness gate: psutil test hook and .env.test password drift,https://github.com/niluferbagevi-gif/Sidar/pull/2566,Security-sensitive change; mandatory human security review.
2568,main,CLOSE_CANDIDATE,WOULD_CLOSE,Promote production-minimal dependency profile to a CI/release blocking gate,https://github.com/niluferbagevi-gif/Sidar/pull/2568,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2569,main,SECURITY,EXCLUDE,"Refactor autonomy/logging and sandbox boundaries; add shell runner, access-policy middleware, and test-summary tooling",https://github.com/niluferbagevi-gif/Sidar/pull/2569,Security-sensitive change; mandatory human security review.
2570,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix Bandit B405/B314 in scripts/test_gates/summary.py (use defusedxml),https://github.com/niluferbagevi-gif/Sidar/pull/2570,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2572,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix raw installer fallback: include install_cli.sh/install_dispatcher.sh,https://github.com/niluferbagevi-gif/Sidar/pull/2572,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2574,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix: installer fallback list missing install_cli.sh / install_dispatcher.sh,https://github.com/niluferbagevi-gif/Sidar/pull/2574,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2575,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix raw installer fallback: include install_cli.sh and install_dispatcher.sh,https://github.com/niluferbagevi-gif/Sidar/pull/2575,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2579,main,CLOSE_CANDIDATE,WOULD_CLOSE,fix: stale installer smoke test path after services_docker.sh split,https://github.com/niluferbagevi-gif/Sidar/pull/2579,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2591,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix conflict-marker false positive blocking main.py/cli.py uploads,https://github.com/niluferbagevi-gif/Sidar/pull/2591,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2593,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix TEST_SUMMARY_JSON path leak in dev-full BATS gate test,https://github.com/niluferbagevi-gif/Sidar/pull/2593,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2600,main,CLOSE_CANDIDATE,WOULD_CLOSE,Bump stale fallback-module trust pin in install_sidar.sh,https://github.com/niluferbagevi-gif/Sidar/pull/2600,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2602,main,CLOSE_CANDIDATE,WOULD_CLOSE,Add installer pin verifier and fix embedded module pin drift,https://github.com/niluferbagevi-gif/Sidar/pull/2602,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2603,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix stale raw installer source commit pin and gate future drift in CI,https://github.com/niluferbagevi-gif/Sidar/pull/2603,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2604,main,CLOSE_CANDIDATE,WOULD_CLOSE,fix: close install-source-commit pin drift that breaks raw fallback installer,https://github.com/niluferbagevi-gif/Sidar/pull/2604,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2625,main,CLOSE_CANDIDATE,WOULD_CLOSE,Pay down E501 ruff debt in files touched by the previous review-fixes PR,https://github.com/niluferbagevi-gif/Sidar/pull/2625,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2626,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix stale run_tests.sh assertions in quality-gate test suite,https://github.com/niluferbagevi-gif/Sidar/pull/2626,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2627,main,CLOSE_CANDIDATE,WOULD_CLOSE,Fix run_tests/ruff-debt test drift and add a real pre-push quality gate,https://github.com/niluferbagevi-gif/Sidar/pull/2627,Prior stale-PR triage closure candidate; no mutation performed in this dry-run.
2635,main,SECURITY,EXCLUDE,Fix: /readyz auth bypass and dead METRICS_TOKEN scraper auth,https://github.com/niluferbagevi-gif/Sidar/pull/2635,Security-sensitive change; mandatory human security review.
2636,main,SECURITY,EXCLUDE,Fix unauthenticated Kubernetes readiness probes,https://github.com/niluferbagevi-gif/Sidar/pull/2636,Security-sensitive change; mandatory human security review.
2640,main,SECURITY,EXCLUDE,"fix(installer): consolidate compute_sha256, harden secret generation and dotenv perms",https://github.com/niluferbagevi-gif/Sidar/pull/2640,Security-sensitive change; mandatory human security review.
2641,main,SECURITY,EXCLUDE,Fix test/code drift from recent security hardening and Ruff debt regression,https://github.com/niluferbagevi-gif/Sidar/pull/2641,Security-sensitive change; mandatory human security review.
