number,manifest_category,manifest_action,base,title,url,live_state,merged,closed_at,updated_at,rationale_comment_author,rationale_comment_created_at,rationale_comment_url,close_actor,close_event_created_at,reconciliation_result,anomaly_reason
1987,CLOSE_CANDIDATE,WOULD_CLOSE,main,docs: clarify test runner usage,https://github.com/niluferbagevi-gif/Sidar/pull/1987,CLOSED,false,2026-09-16T23:39:02Z,2026-09-16T23:39:02Z,niluferbagevi-gif,2026-09-16T23:38:47Z,https://github.com/niluferbagevi-gif/Sidar/pull/1987#issuecomment-5706154277,niluferbagevi-gif,2026-09-16T23:39:02Z,CLOSED_VERIFIED,
1988,CLOSE_CANDIDATE,WOULD_CLOSE,main,Unify DB schema bootstrapping with Alembic; add SQLAlchemy models and access_policies migration,https://github.com/niluferbagevi-gif/Sidar/pull/1988,CLOSED,false,2026-09-16T23:39:03Z,2026-09-16T23:39:03Z,niluferbagevi-gif,2026-09-16T23:38:49Z,https://github.com/niluferbagevi-gif/Sidar/pull/1988#issuecomment-5706154845,niluferbagevi-gif,2026-09-16T23:39:03Z,CLOSED_VERIFIED,
1991,CLOSE_CANDIDATE,WOULD_CLOSE,main,"Manage PostgreSQL schema via Alembic; add SQLAlchemy models, migrations, and tests",https://github.com/niluferbagevi-gif/Sidar/pull/1991,CLOSED,false,2026-09-16T23:39:04Z,2026-09-16T23:39:04Z,niluferbagevi-gif,2026-09-16T23:38:51Z,https://github.com/niluferbagevi-gif/Sidar/pull/1991#issuecomment-5706155249,niluferbagevi-gif,2026-09-16T23:39:04Z,CLOSED_VERIFIED,
1993,CLOSE_CANDIDATE,WOULD_CLOSE,main,Harden deterministic uv installs and enforce secure env/docker defaults,https://github.com/niluferbagevi-gif/Sidar/pull/1993,CLOSED,false,2026-09-16T23:39:05Z,2026-09-16T23:39:05Z,niluferbagevi-gif,2026-09-16T23:38:54Z,https://github.com/niluferbagevi-gif/Sidar/pull/1993#issuecomment-5706155717,niluferbagevi-gif,2026-09-16T23:39:05Z,CLOSED_VERIFIED,
1997,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix mypy errors and make packaged asset resolution resilient,https://github.com/niluferbagevi-gif/Sidar/pull/1997,CLOSED,false,2026-09-16T23:39:06Z,2026-09-16T23:39:07Z,niluferbagevi-gif,2026-09-16T23:38:56Z,https://github.com/niluferbagevi-gif/Sidar/pull/1997#issuecomment-5706156068,niluferbagevi-gif,2026-09-16T23:39:07Z,CLOSED_VERIFIED,
1998,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix mypy typing issues in assets and migrations; adjust doctor/CLI/docker/readme for QA,https://github.com/niluferbagevi-gif/Sidar/pull/1998,CLOSED,false,2026-09-16T23:39:29Z,2026-09-16T23:39:29Z,niluferbagevi-gif,2026-09-16T23:39:12Z,https://github.com/niluferbagevi-gif/Sidar/pull/1998#issuecomment-5706159023,niluferbagevi-gif,2026-09-16T23:39:29Z,CLOSED_VERIFIED,
2000,CLOSE_CANDIDATE,WOULD_CLOSE,main,Harden alembic config and align docs with asyncpg driver,https://github.com/niluferbagevi-gif/Sidar/pull/2000,CLOSED,false,2026-09-16T23:39:30Z,2026-09-16T23:39:30Z,niluferbagevi-gif,2026-09-16T23:39:15Z,https://github.com/niluferbagevi-gif/Sidar/pull/2000#issuecomment-5706159496,niluferbagevi-gif,2026-09-16T23:39:30Z,CLOSED_VERIFIED,
2002,CLOSE_CANDIDATE,WOULD_CLOSE,main,"Dev Container: pin Python 3.11, add host preflight, and improve setup scripts",https://github.com/niluferbagevi-gif/Sidar/pull/2002,CLOSED,false,2026-09-16T23:39:32Z,2026-09-16T23:39:32Z,niluferbagevi-gif,2026-09-16T23:39:17Z,https://github.com/niluferbagevi-gif/Sidar/pull/2002#issuecomment-5706159818,niluferbagevi-gif,2026-09-16T23:39:32Z,CLOSED_VERIFIED,
2009,CLOSE_CANDIDATE,WOULD_CLOSE,main,Add devcontainer uv sync fingerprint to skip redundant `uv sync` and a force flag,https://github.com/niluferbagevi-gif/Sidar/pull/2009,CLOSED,false,2026-09-16T23:39:33Z,2026-09-16T23:39:33Z,niluferbagevi-gif,2026-09-16T23:39:19Z,https://github.com/niluferbagevi-gif/Sidar/pull/2009#issuecomment-5706160172,niluferbagevi-gif,2026-09-16T23:39:33Z,CLOSED_VERIFIED,
2017,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix RAG entity graph typing,https://github.com/niluferbagevi-gif/Sidar/pull/2017,CLOSED,false,2026-09-16T23:39:34Z,2026-09-16T23:39:34Z,niluferbagevi-gif,2026-09-16T23:39:21Z,https://github.com/niluferbagevi-gif/Sidar/pull/2017#issuecomment-5706160621,niluferbagevi-gif,2026-09-16T23:39:34Z,CLOSED_VERIFIED,
2020,CLOSE_CANDIDATE,WOULD_CLOSE,main,fix(code_manager): docker CLI fallback honors shutil.which(None),https://github.com/niluferbagevi-gif/Sidar/pull/2020,CLOSED,false,2026-09-16T23:39:35Z,2026-09-16T23:39:35Z,niluferbagevi-gif,2026-09-16T23:39:23Z,https://github.com/niluferbagevi-gif/Sidar/pull/2020#issuecomment-5706160895,niluferbagevi-gif,2026-09-16T23:39:35Z,CLOSED_VERIFIED,
2022,CLOSE_CANDIDATE,WOULD_CLOSE,main,Address code review feedback: docker CLI fallback + OperationsQaPanel act() warnings,https://github.com/niluferbagevi-gif/Sidar/pull/2022,CLOSED,false,2026-09-16T23:39:36Z,2026-09-16T23:39:36Z,niluferbagevi-gif,2026-09-16T23:39:25Z,https://github.com/niluferbagevi-gif/Sidar/pull/2022#issuecomment-5706161227,niluferbagevi-gif,2026-09-16T23:39:36Z,CLOSED_VERIFIED,
2029,CLOSE_CANDIDATE,WOULD_CLOSE,main,Add Zone.Identifier cleanup and coverage ratchet scripts; integrate into test runner,https://github.com/niluferbagevi-gif/Sidar/pull/2029,CLOSED,false,2026-09-16T23:39:59Z,2026-09-16T23:39:59Z,niluferbagevi-gif,2026-09-16T23:39:43Z,https://github.com/niluferbagevi-gif/Sidar/pull/2029#issuecomment-5706163764,niluferbagevi-gif,2026-09-16T23:39:59Z,CLOSED_VERIFIED,
2033,CLOSE_CANDIDATE,WOULD_CLOSE,main,WSL2: Docker Desktop tespiti + otomatik recovery iyileştirmesi,https://github.com/niluferbagevi-gif/Sidar/pull/2033,CLOSED,false,2026-09-16T23:40:00Z,2026-09-16T23:40:00Z,niluferbagevi-gif,2026-09-16T23:39:46Z,https://github.com/niluferbagevi-gif/Sidar/pull/2033#issuecomment-5706164246,niluferbagevi-gif,2026-09-16T23:40:01Z,CLOSED_VERIFIED,
2042,SECURITY,EXCLUDE,main,Sandbox: sidar-ai test imajını otomatik tespit et,https://github.com/niluferbagevi-gif/Sidar/pull/2042,CLOSED,false,2026-09-16T23:40:02Z,2026-09-16T23:40:02Z,niluferbagevi-gif,2026-09-16T23:39:48Z,https://github.com/niluferbagevi-gif/Sidar/pull/2042#issuecomment-5706164632,niluferbagevi-gif,2026-09-16T23:40:02Z,EXCLUSION_ANOMALY_CLOSED,excluded category was closed without merge
2047,CLOSE_CANDIDATE,WOULD_CLOSE,main,Improve auto-heal pytest log handling and diagnostics,https://github.com/niluferbagevi-gif/Sidar/pull/2047,CLOSED,false,2026-09-16T23:40:03Z,2026-09-16T23:40:03Z,niluferbagevi-gif,2026-09-16T23:39:50Z,https://github.com/niluferbagevi-gif/Sidar/pull/2047#issuecomment-5706165062,niluferbagevi-gif,2026-09-16T23:40:03Z,CLOSED_VERIFIED,
2050,CLOSE_CANDIDATE,WOULD_CLOSE,main,fix(agent): allow list values in self-heal execution dict,https://github.com/niluferbagevi-gif/Sidar/pull/2050,CLOSED,false,2026-09-16T23:40:04Z,2026-09-16T23:40:04Z,niluferbagevi-gif,2026-09-16T23:39:52Z,https://github.com/niluferbagevi-gif/Sidar/pull/2050#issuecomment-5706165457,niluferbagevi-gif,2026-09-16T23:40:04Z,CLOSED_VERIFIED,
2051,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix typing for autonomous self-heal execution payload,https://github.com/niluferbagevi-gif/Sidar/pull/2051,CLOSED,false,2026-09-16T23:40:05Z,2026-09-16T23:40:05Z,niluferbagevi-gif,2026-09-16T23:39:54Z,https://github.com/niluferbagevi-gif/Sidar/pull/2051#issuecomment-5706165744,niluferbagevi-gif,2026-09-16T23:40:05Z,CLOSED_VERIFIED,
2052,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix self-heal execution typing,https://github.com/niluferbagevi-gif/Sidar/pull/2052,CLOSED,false,2026-09-16T23:40:07Z,2026-09-16T23:40:07Z,niluferbagevi-gif,2026-09-16T23:39:55Z,https://github.com/niluferbagevi-gif/Sidar/pull/2052#issuecomment-5706166028,niluferbagevi-gif,2026-09-16T23:40:07Z,CLOSED_VERIFIED,
2053,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix self-heal execution typing,https://github.com/niluferbagevi-gif/Sidar/pull/2053,CLOSED,false,2026-09-16T23:40:32Z,2026-09-16T23:40:32Z,niluferbagevi-gif,2026-09-16T23:40:13Z,https://github.com/niluferbagevi-gif/Sidar/pull/2053#issuecomment-5706169875,niluferbagevi-gif,2026-09-16T23:40:32Z,CLOSED_VERIFIED,
2055,CLOSE_CANDIDATE,WOULD_CLOSE,main,Enable benchmark compare by default; add autonomous remediation modes and harden shell/git/plugin safety,https://github.com/niluferbagevi-gif/Sidar/pull/2055,CLOSED,false,2026-09-16T23:40:33Z,2026-09-16T23:40:33Z,niluferbagevi-gif,2026-09-16T23:40:16Z,https://github.com/niluferbagevi-gif/Sidar/pull/2055#issuecomment-5706170388,niluferbagevi-gif,2026-09-16T23:40:33Z,CLOSED_VERIFIED,
2065,CLOSE_CANDIDATE,WOULD_CLOSE,main,"CLI banner: pgvector auth/degraded-mode awareness, dedupe doctor commands",https://github.com/niluferbagevi-gif/Sidar/pull/2065,OPEN,false,,2026-08-23T02:33:15Z,,,,,,SKIPPED_OPEN,
2066,SECURITY,EXCLUDE,main,Improve Postgres auth recovery guidance and add safe password sync helper,https://github.com/niluferbagevi-gif/Sidar/pull/2066,CLOSED,false,2026-09-16T23:40:34Z,2026-09-16T23:40:34Z,niluferbagevi-gif,2026-09-16T23:40:18Z,https://github.com/niluferbagevi-gif/Sidar/pull/2066#issuecomment-5706170835,niluferbagevi-gif,2026-09-16T23:40:34Z,EXCLUSION_ANOMALY_CLOSED,excluded category was closed without merge
2067,CLOSE_CANDIDATE,WOULD_CLOSE,main,Add POSTGRES_HOST to env examples and derive DATABASE_URL from POSTGRES_*,https://github.com/niluferbagevi-gif/Sidar/pull/2067,CLOSED,false,2026-09-16T23:40:35Z,2026-09-16T23:40:35Z,niluferbagevi-gif,2026-09-16T23:40:21Z,https://github.com/niluferbagevi-gif/Sidar/pull/2067#issuecomment-5706171416,niluferbagevi-gif,2026-09-16T23:40:36Z,CLOSED_VERIFIED,
2068,CLOSE_CANDIDATE,WOULD_CLOSE,main,Normalize boolean env flags to true/false and add truthy parser,https://github.com/niluferbagevi-gif/Sidar/pull/2068,CLOSED,false,2026-09-16T23:40:37Z,2026-09-16T23:40:37Z,niluferbagevi-gif,2026-09-16T23:40:23Z,https://github.com/niluferbagevi-gif/Sidar/pull/2068#issuecomment-5706171818,niluferbagevi-gif,2026-09-16T23:40:37Z,CLOSED_VERIFIED,
2069,UNCLEAR,EXCLUDE,codex/review-and-improve-.env-configuration,Add support for ~/.sidar_keys.env and provide example template; expose Slack app token and Meta social settings,https://github.com/niluferbagevi-gif/Sidar/pull/2069,CLOSED,false,2026-09-16T23:40:38Z,2026-09-16T23:40:38Z,niluferbagevi-gif,2026-09-16T23:40:25Z,https://github.com/niluferbagevi-gif/Sidar/pull/2069#issuecomment-5706172235,niluferbagevi-gif,2026-09-16T23:40:38Z,EXCLUSION_ANOMALY_CLOSED,excluded category was closed without merge
2071,CLOSE_CANDIDATE,WOULD_CLOSE,main,install: import SIDAR_WEB_HOST and TRUSTED_PROXIES from .sidar_keys.env,https://github.com/niluferbagevi-gif/Sidar/pull/2071,CLOSED,false,2026-09-16T23:40:39Z,2026-09-16T23:40:39Z,niluferbagevi-gif,2026-09-16T23:40:27Z,https://github.com/niluferbagevi-gif/Sidar/pull/2071#issuecomment-5706172811,niluferbagevi-gif,2026-09-16T23:40:39Z,CLOSED_VERIFIED,
2073,CLOSE_CANDIDATE,WOULD_CLOSE,main,Reach 100% coverage for centralized config module,https://github.com/niluferbagevi-gif/Sidar/pull/2073,CLOSED,false,2026-09-16T23:41:02Z,2026-09-16T23:41:02Z,niluferbagevi-gif,2026-09-16T23:40:46Z,https://github.com/niluferbagevi-gif/Sidar/pull/2073#issuecomment-5706176141,niluferbagevi-gif,2026-09-16T23:41:02Z,CLOSED_VERIFIED,
2075,CLOSE_CANDIDATE,WOULD_CLOSE,main,Modularize Sidar installer components,https://github.com/niluferbagevi-gif/Sidar/pull/2075,CLOSED,false,2026-09-16T23:41:03Z,2026-09-16T23:41:03Z,niluferbagevi-gif,2026-09-16T23:40:48Z,https://github.com/niluferbagevi-gif/Sidar/pull/2075#issuecomment-5706176392,niluferbagevi-gif,2026-09-16T23:41:03Z,CLOSED_VERIFIED,
2077,SECURITY,EXCLUDE,codex/refactor-install_sidar.sh-into-modules,Harden installer weak-secret handling and centralize known-weak denylist,https://github.com/niluferbagevi-gif/Sidar/pull/2077,CLOSED,false,2026-09-16T23:41:04Z,2026-09-16T23:41:04Z,niluferbagevi-gif,2026-09-16T23:40:50Z,https://github.com/niluferbagevi-gif/Sidar/pull/2077#issuecomment-5706176740,niluferbagevi-gif,2026-09-16T23:41:05Z,EXCLUSION_ANOMALY_CLOSED,excluded category was closed without merge
2078,SECURITY,EXCLUDE,main,Harden installer weak secret detection,https://github.com/niluferbagevi-gif/Sidar/pull/2078,CLOSED,false,2026-09-16T23:41:06Z,2026-09-16T23:41:06Z,niluferbagevi-gif,2026-09-16T23:40:52Z,https://github.com/niluferbagevi-gif/Sidar/pull/2078#issuecomment-5706177145,niluferbagevi-gif,2026-09-16T23:41:06Z,EXCLUSION_ANOMALY_CLOSED,excluded category was closed without merge
2081,CLOSE_CANDIDATE,WOULD_CLOSE,main,Publish bundled installer and add robust single-file fallback for install_sidar.sh,https://github.com/niluferbagevi-gif/Sidar/pull/2081,CLOSED,false,2026-09-16T23:41:07Z,2026-09-16T23:41:07Z,niluferbagevi-gif,2026-09-16T23:40:54Z,https://github.com/niluferbagevi-gif/Sidar/pull/2081#issuecomment-5706177532,niluferbagevi-gif,2026-09-16T23:41:07Z,CLOSED_VERIFIED,
2083,CLOSE_CANDIDATE,WOULD_CLOSE,main,install_sidar: doğru sürüm banner'ı + geçici compose pull hatalarında retry,https://github.com/niluferbagevi-gif/Sidar/pull/2083,OPEN,false,,2026-08-23T02:33:15Z,,,,,,SKIPPED_OPEN,
2084,CLOSE_CANDIDATE,WOULD_CLOSE,main,Build & publish standalone `install_sidar.sh` on release tags; modular installer dynamic-download fallback and tests,https://github.com/niluferbagevi-gif/Sidar/pull/2084,CLOSED,false,2026-09-16T23:41:08Z,2026-09-16T23:41:08Z,niluferbagevi-gif,2026-09-16T23:40:57Z,https://github.com/niluferbagevi-gif/Sidar/pull/2084#issuecomment-5706177851,niluferbagevi-gif,2026-09-16T23:41:08Z,CLOSED_VERIFIED,
2085,CLOSE_CANDIDATE,WOULD_CLOSE,main,fix: kalite kapısı uyarılarını gider (mypy + bandit),https://github.com/niluferbagevi-gif/Sidar/pull/2085,OPEN,false,,2026-08-23T02:33:15Z,,,,,,SKIPPED_OPEN,
2088,CLOSE_CANDIDATE,WOULD_CLOSE,main,RAG: proje belgelerini otomatik seed eden bootstrap eklendi,https://github.com/niluferbagevi-gif/Sidar/pull/2088,OPEN,false,,2026-08-23T02:33:15Z,,,,,,SKIPPED_OPEN,
2094,CLOSE_CANDIDATE,WOULD_CLOSE,main,Sync generated secrets to env variants,https://github.com/niluferbagevi-gif/Sidar/pull/2094,CLOSED,false,2026-09-16T23:41:09Z,2026-09-16T23:41:09Z,niluferbagevi-gif,2026-09-16T23:40:58Z,https://github.com/niluferbagevi-gif/Sidar/pull/2094#issuecomment-5706178114,niluferbagevi-gif,2026-09-16T23:41:09Z,CLOSED_VERIFIED,
2096,CLOSE_CANDIDATE,WOULD_CLOSE,main,Convert .env.advanced into a tracked .example template,https://github.com/niluferbagevi-gif/Sidar/pull/2096,CLOSED,false,2026-09-16T23:39:38Z,2026-09-16T23:39:38Z,niluferbagevi-gif,2026-09-16T23:38:09Z,https://github.com/niluferbagevi-gif/Sidar/pull/2096#issuecomment-5706147328,niluferbagevi-gif,2026-09-16T23:39:39Z,CLOSED_VERIFIED,
2097,CLOSE_CANDIDATE,WOULD_CLOSE,main,Make advanced env a generated local file,https://github.com/niluferbagevi-gif/Sidar/pull/2097,CLOSED,false,2026-09-16T23:39:40Z,2026-09-16T23:39:40Z,niluferbagevi-gif,2026-09-16T23:38:12Z,https://github.com/niluferbagevi-gif/Sidar/pull/2097#issuecomment-5706147747,niluferbagevi-gif,2026-09-16T23:39:40Z,CLOSED_VERIFIED,
2103,CLOSE_CANDIDATE,WOULD_CLOSE,main,Apply auto-fix env snapshot from sync subprocess,https://github.com/niluferbagevi-gif/Sidar/pull/2103,CLOSED,false,2026-09-16T23:39:41Z,2026-09-16T23:39:41Z,niluferbagevi-gif,2026-09-16T23:38:14Z,https://github.com/niluferbagevi-gif/Sidar/pull/2103#issuecomment-5706148084,niluferbagevi-gif,2026-09-16T23:39:41Z,CLOSED_VERIFIED,
2107,CLOSE_CANDIDATE,WOULD_CLOSE,main,Derive PostgreSQL DSNs from POSTGRES_* for doctor checks and add `--prefer-derived` to sync script,https://github.com/niluferbagevi-gif/Sidar/pull/2107,CLOSED,false,2026-09-16T23:39:42Z,2026-09-16T23:39:42Z,niluferbagevi-gif,2026-09-16T23:38:16Z,https://github.com/niluferbagevi-gif/Sidar/pull/2107#issuecomment-5706148435,niluferbagevi-gif,2026-09-16T23:39:42Z,CLOSED_VERIFIED,
2113,SECURITY,EXCLUDE,main,Use POSTGRES_USER/DB as admin defaults in sync_postgres_password,https://github.com/niluferbagevi-gif/Sidar/pull/2113,CLOSED,false,2026-09-16T23:39:43Z,2026-09-16T23:39:43Z,niluferbagevi-gif,2026-09-16T23:38:18Z,https://github.com/niluferbagevi-gif/Sidar/pull/2113#issuecomment-5706148857,niluferbagevi-gif,2026-09-16T23:39:43Z,EXCLUSION_ANOMALY_CLOSED,excluded category was closed without merge
2114,SECURITY,EXCLUDE,main,Use in-place PostgreSQL password rotation,https://github.com/niluferbagevi-gif/Sidar/pull/2114,CLOSED,false,2026-09-16T23:39:44Z,2026-09-16T23:39:44Z,niluferbagevi-gif,2026-09-16T23:38:20Z,https://github.com/niluferbagevi-gif/Sidar/pull/2114#issuecomment-5706149288,niluferbagevi-gif,2026-09-16T23:39:44Z,EXCLUSION_ANOMALY_CLOSED,excluded category was closed without merge
2115,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix smoke test dotenv database URL loading,https://github.com/niluferbagevi-gif/Sidar/pull/2115,CLOSED,false,2026-09-16T23:39:45Z,2026-09-16T23:39:45Z,niluferbagevi-gif,2026-09-16T23:38:22Z,https://github.com/niluferbagevi-gif/Sidar/pull/2115#issuecomment-5706149614,niluferbagevi-gif,2026-09-16T23:39:45Z,CLOSED_VERIFIED,
2116,CLOSE_CANDIDATE,WOULD_CLOSE,main,Use app config for smoke infra URLs,https://github.com/niluferbagevi-gif/Sidar/pull/2116,CLOSED,false,2026-09-16T23:39:46Z,2026-09-16T23:39:46Z,niluferbagevi-gif,2026-09-16T23:38:24Z,https://github.com/niluferbagevi-gif/Sidar/pull/2116#issuecomment-5706149942,niluferbagevi-gif,2026-09-16T23:39:47Z,CLOSED_VERIFIED,
2121,CLOSE_CANDIDATE,WOULD_CLOSE,main,Add post-integration `docker ps` verification to WSL Docker CLI warning,https://github.com/niluferbagevi-gif/Sidar/pull/2121,CLOSED,false,2026-09-16T23:39:48Z,2026-09-16T23:39:48Z,niluferbagevi-gif,2026-09-16T23:38:26Z,https://github.com/niluferbagevi-gif/Sidar/pull/2121#issuecomment-5706150325,niluferbagevi-gif,2026-09-16T23:39:48Z,CLOSED_VERIFIED,
2127,CLOSE_CANDIDATE,WOULD_CLOSE,main,Unify alembic log format with Sidar's canonical layout,https://github.com/niluferbagevi-gif/Sidar/pull/2127,CLOSED,false,2026-09-16T23:39:49Z,2026-09-16T23:39:49Z,niluferbagevi-gif,2026-09-16T23:38:28Z,https://github.com/niluferbagevi-gif/Sidar/pull/2127#issuecomment-5706150653,niluferbagevi-gif,2026-09-16T23:39:49Z,CLOSED_VERIFIED,
2130,CLOSE_CANDIDATE,WOULD_CLOSE,main,Refactor auth and RAG doc endpoints into modular routers,https://github.com/niluferbagevi-gif/Sidar/pull/2130,OPEN,false,,2026-08-23T02:33:15Z,,,,,,SKIPPED_OPEN,
2146,CLOSE_CANDIDATE,WOULD_CLOSE,main,Harden WSL integration preflight against UTF-16 output and non-fatal PowerShell failures,https://github.com/niluferbagevi-gif/Sidar/pull/2146,CLOSED,false,2026-09-16T23:39:50Z,2026-09-16T23:39:50Z,niluferbagevi-gif,2026-09-16T23:38:30Z,https://github.com/niluferbagevi-gif/Sidar/pull/2146#issuecomment-5706150963,niluferbagevi-gif,2026-09-16T23:39:50Z,CLOSED_VERIFIED,
2152,CLOSE_CANDIDATE,WOULD_CLOSE,main,Add explicit tenacity dependency,https://github.com/niluferbagevi-gif/Sidar/pull/2152,CLOSED,false,2026-09-16T23:39:51Z,2026-09-16T23:39:51Z,niluferbagevi-gif,2026-09-16T23:38:32Z,https://github.com/niluferbagevi-gif/Sidar/pull/2152#issuecomment-5706151360,niluferbagevi-gif,2026-09-16T23:39:51Z,CLOSED_VERIFIED,
2158,CLOSE_CANDIDATE,WOULD_CLOSE,main,fix(installer): add missing debug logger,https://github.com/niluferbagevi-gif/Sidar/pull/2158,CLOSED,false,2026-09-16T23:39:52Z,2026-09-16T23:39:52Z,niluferbagevi-gif,2026-09-16T23:38:33Z,https://github.com/niluferbagevi-gif/Sidar/pull/2158#issuecomment-5706151681,niluferbagevi-gif,2026-09-16T23:39:52Z,CLOSED_VERIFIED,
2167,CLOSE_CANDIDATE,WOULD_CLOSE,main,Improve single-file installer bootstrap flow,https://github.com/niluferbagevi-gif/Sidar/pull/2167,CLOSED,false,2026-09-16T23:39:54Z,2026-09-16T23:39:54Z,niluferbagevi-gif,2026-09-16T23:38:35Z,https://github.com/niluferbagevi-gif/Sidar/pull/2167#issuecomment-5706152037,niluferbagevi-gif,2026-09-16T23:39:54Z,CLOSED_VERIFIED,
2168,CLOSE_CANDIDATE,WOULD_CLOSE,main,Switch single-file installer fallback to bootstrap repo clone,https://github.com/niluferbagevi-gif/Sidar/pull/2168,CLOSED,false,2026-09-16T23:39:55Z,2026-09-16T23:39:55Z,niluferbagevi-gif,2026-09-16T23:38:37Z,https://github.com/niluferbagevi-gif/Sidar/pull/2168#issuecomment-5706152454,niluferbagevi-gif,2026-09-16T23:39:55Z,CLOSED_VERIFIED,
2169,CLOSE_CANDIDATE,WOULD_CLOSE,main,Improve installer bootstrap clone and fallback flow,https://github.com/niluferbagevi-gif/Sidar/pull/2169,CLOSED,false,2026-09-16T23:39:56Z,2026-09-16T23:39:56Z,niluferbagevi-gif,2026-09-16T23:38:39Z,https://github.com/niluferbagevi-gif/Sidar/pull/2169#issuecomment-5706152776,niluferbagevi-gif,2026-09-16T23:39:56Z,CLOSED_VERIFIED,
2170,CLOSE_CANDIDATE,WOULD_CLOSE,main,installer: bootstrap clone + re-exec for single-file installs,https://github.com/niluferbagevi-gif/Sidar/pull/2170,CLOSED,false,2026-09-16T23:39:57Z,2026-09-16T23:39:57Z,niluferbagevi-gif,2026-09-16T23:38:40Z,https://github.com/niluferbagevi-gif/Sidar/pull/2170#issuecomment-5706153068,niluferbagevi-gif,2026-09-16T23:39:57Z,CLOSED_VERIFIED,
2175,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix install_sidar bootstrap manifest validation order,https://github.com/niluferbagevi-gif/Sidar/pull/2175,OPEN,false,,2026-08-23T02:33:14Z,,,,,,SKIPPED_OPEN,
2176,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix invalid escape sequence in install python env smoke test,https://github.com/niluferbagevi-gif/Sidar/pull/2176,CLOSED,false,2026-09-16T23:39:58Z,2026-09-16T23:39:58Z,niluferbagevi-gif,2026-09-16T23:38:42Z,https://github.com/niluferbagevi-gif/Sidar/pull/2176#issuecomment-5706153470,niluferbagevi-gif,2026-09-16T23:39:58Z,CLOSED_VERIFIED,
2180,CLOSE_CANDIDATE,WOULD_CLOSE,main,Allow native Docker daemon startup on WSL2 in installer,https://github.com/niluferbagevi-gif/Sidar/pull/2180,OPEN,false,,2026-08-23T02:33:15Z,,,,,,SKIPPED_OPEN,
2184,CLOSE_CANDIDATE,WOULD_CLOSE,main,"Docker runtime permission fixes, RAG seed/run tweaks, and minor messaging updates",https://github.com/niluferbagevi-gif/Sidar/pull/2184,CLOSED,false,2026-09-16T23:40:00Z,2026-09-16T23:40:00Z,niluferbagevi-gif,2026-09-16T23:38:44Z,https://github.com/niluferbagevi-gif/Sidar/pull/2184#issuecomment-5706153857,niluferbagevi-gif,2026-09-16T23:40:00Z,CLOSED_VERIFIED,
2188,CLOSE_CANDIDATE,WOULD_CLOSE,main,Remove conflicting `--extra dev` when using `--all-extras` in `uv sync`,https://github.com/niluferbagevi-gif/Sidar/pull/2188,CLOSED,false,2026-09-16T23:40:01Z,2026-09-16T23:40:01Z,niluferbagevi-gif,2026-09-16T23:38:46Z,https://github.com/niluferbagevi-gif/Sidar/pull/2188#issuecomment-5706154171,niluferbagevi-gif,2026-09-16T23:40:01Z,CLOSED_VERIFIED,
2191,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fail fast when docker-desktop WSL backend is missing,https://github.com/niluferbagevi-gif/Sidar/pull/2191,CLOSED,false,2026-09-16T23:40:02Z,2026-09-16T23:40:02Z,niluferbagevi-gif,2026-09-16T23:38:48Z,https://github.com/niluferbagevi-gif/Sidar/pull/2191#issuecomment-5706154602,niluferbagevi-gif,2026-09-16T23:40:02Z,CLOSED_VERIFIED,
2192,CLOSE_CANDIDATE,WOULD_CLOSE,main,Harden WSL Docker failure diagnostics in installer,https://github.com/niluferbagevi-gif/Sidar/pull/2192,CLOSED,false,2026-09-16T23:40:03Z,2026-09-16T23:40:03Z,niluferbagevi-gif,2026-09-16T23:38:50Z,https://github.com/niluferbagevi-gif/Sidar/pull/2192#issuecomment-5706155049,niluferbagevi-gif,2026-09-16T23:40:04Z,CLOSED_VERIFIED,
2193,CLOSE_CANDIDATE,WOULD_CLOSE,main,Harden Docker daemon gate for migration prep,https://github.com/niluferbagevi-gif/Sidar/pull/2193,CLOSED,false,2026-09-16T23:40:05Z,2026-09-16T23:40:05Z,niluferbagevi-gif,2026-09-16T23:38:52Z,https://github.com/niluferbagevi-gif/Sidar/pull/2193#issuecomment-5706155436,niluferbagevi-gif,2026-09-16T23:40:05Z,CLOSED_VERIFIED,
2194,CLOSE_CANDIDATE,WOULD_CLOSE,main,Fix WSL integration autofix PowerShell invocation for UNC path and encoding,https://github.com/niluferbagevi-gif/Sidar/pull/2194,CLOSED,false,2026-09-16T23:40:06Z,2026-09-16T23:40:06Z,niluferbagevi-gif,2026-09-16T23:38:54Z,https://github.com/niluferbagevi-gif/Sidar/pull/2194#issuecomment-5706155831,niluferbagevi-gif,2026-09-16T23:40:06Z,CLOSED_VERIFIED,
